ID,Imported table,Title (from Imported table),DOI (from Imported table),Mosquito species,Mosquito subsp,Mosquito origin (country),Virus,Virus strain,DENV serotype,Notes,Attachments,Status
863,"""Turell, MJ; O'Guinn, ML; Navarro, R; Romero, G; Estrada-Franco, JG""",Vector competence of Mexican and Honduran mosquitoes (Diptera : culicidae) for enzootic (IE) and epizootic (IC) strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-40.3.306,Ochlerotatus taeniorhynchus,,Honduras,Venezuelan equine encephalitis virus,MX01-22 (IE),,,,
864,"""Turell, MJ; O'Guinn, ML; Navarro, R; Romero, G; Estrada-Franco, JG""",Vector competence of Mexican and Honduran mosquitoes (Diptera : culicidae) for enzootic (IE) and epizootic (IC) strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-40.3.306,Culex pseudes,,Honduras,Venezuelan equine encephalitis virus,MX01-22 (IE),,,,
865,"""Turell, MJ; O'Guinn, ML; Navarro, R; Romero, G; Estrada-Franco, JG""",Vector competence of Mexican and Honduran mosquitoes (Diptera : culicidae) for enzootic (IE) and epizootic (IC) strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-40.3.306,Culex cancer,,Honduras,Venezuelan equine encephalitis virus,MX01-22 (IE),,,,
866,"""Turell, MJ; O'Guinn, ML; Navarro, R; Romero, G; Estrada-Franco, JG""",Vector competence of Mexican and Honduran mosquitoes (Diptera : culicidae) for enzootic (IE) and epizootic (IC) strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-40.3.306,Culex taeniopus,,Honduras,Venezuelan equine encephalitis virus,MX01-22 (IE),,,,
867,"""Turell, MJ; O'Guinn, ML; Navarro, R; Romero, G; Estrada-Franco, JG""",Vector competence of Mexican and Honduran mosquitoes (Diptera : culicidae) for enzootic (IE) and epizootic (IC) strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-40.3.306,Culex sp.,,Honduras,Venezuelan equine encephalitis virus,MX01-22 (IE),,,,
37,"""Soni, M; Khan, SA; Bhattacharjee, CK; Dutta, P""","Experimental study of dengue virus infection in Aedes aegypti and Aedes albopictus: A comparative analysis on susceptibility, virus transmission and reproductive success",10.1016/j.jip.2020.107445,Aedes albopictus,,India,Dengue virus,DENV-2,DENV-2,,,
36,"""Soni, M; Khan, SA; Bhattacharjee, CK; Dutta, P""","Experimental study of dengue virus infection in Aedes aegypti and Aedes albopictus: A comparative analysis on susceptibility, virus transmission and reproductive success",10.1016/j.jip.2020.107445,Aedes albopictus,,India,Dengue virus,DENV-1,DENV-1,,,
38,"""Soni, M; Khan, SA; Bhattacharjee, CK; Dutta, P""","Experimental study of dengue virus infection in Aedes aegypti and Aedes albopictus: A comparative analysis on susceptibility, virus transmission and reproductive success",10.1016/j.jip.2020.107445,Aedes albopictus,,India,Dengue virus,DENV-3,DENV-3,,,
39,"""Soni, M; Khan, SA; Bhattacharjee, CK; Dutta, P""","Experimental study of dengue virus infection in Aedes aegypti and Aedes albopictus: A comparative analysis on susceptibility, virus transmission and reproductive success",10.1016/j.jip.2020.107445,Aedes albopictus,,India,Dengue virus,DENV-4,DENV-4,,,
40,"""Soni, M; Khan, SA; Bhattacharjee, CK; Dutta, P""","Experimental study of dengue virus infection in Aedes aegypti and Aedes albopictus: A comparative analysis on susceptibility, virus transmission and reproductive success",10.1016/j.jip.2020.107445,Aedes aegypti,,India,Dengue virus,DENV-1,DENV-1,,,
41,"""Soni, M; Khan, SA; Bhattacharjee, CK; Dutta, P""","Experimental study of dengue virus infection in Aedes aegypti and Aedes albopictus: A comparative analysis on susceptibility, virus transmission and reproductive success",10.1016/j.jip.2020.107445,Aedes aegypti,,India,Dengue virus,DENV-2,DENV-2,,,
42,"""Soni, M; Khan, SA; Bhattacharjee, CK; Dutta, P""","Experimental study of dengue virus infection in Aedes aegypti and Aedes albopictus: A comparative analysis on susceptibility, virus transmission and reproductive success",10.1016/j.jip.2020.107445,Aedes aegypti,,India,Dengue virus,DENV-3,DENV-3,,,
43,"""Soni, M; Khan, SA; Bhattacharjee, CK; Dutta, P""","Experimental study of dengue virus infection in Aedes aegypti and Aedes albopictus: A comparative analysis on susceptibility, virus transmission and reproductive success",10.1016/j.jip.2020.107445,Aedes aegypti,,India,Dengue virus,DENV-4,DENV-4,,,
396,"""Sudeep, AB; Mandar, P; Ghodke, YK; George, RP; Gokhale, MD""",Vector competence of two Indian populations of Culex quinquefasciatus (Diptera: Culicidae) mosquitoes to three West Nile virus strains,,Culex quinquefasciatus, quinquefasciatus,India,West Nile virus,Lineage 1 (Eg101),,,,
397,"""Sudeep, AB; Mandar, P; Ghodke, YK; George, RP; Gokhale, MD""",Vector competence of two Indian populations of Culex quinquefasciatus (Diptera: Culicidae) mosquitoes to three West Nile virus strains,,Culex quinquefasciatus, quinquefasciatus,India,West Nile virus,Lineage 1 (G22886),,,,
398,"""Sudeep, AB; Mandar, P; Ghodke, YK; George, RP; Gokhale, MD""",Vector competence of two Indian populations of Culex quinquefasciatus (Diptera: Culicidae) mosquitoes to three West Nile virus strains,,Culex quinquefasciatus, quinquefasciatus,India,West Nile virus,Lineage 1,,,,
407,"""Sudeep, AB; Ghodke, YS; George, RP; Ingale, VS; Dhaigude, SD; Gokhale, MD""",Vectorial capacity of Culex gelidus (Theobald) mosquitoes to certain viruses of public health importance in India,,Culex gelidus,,India,Japanese encephalitis virus,P20778,,,,
408,"""Sudeep, AB; Ghodke, YS; George, RP; Ingale, VS; Dhaigude, SD; Gokhale, MD""",Vectorial capacity of Culex gelidus (Theobald) mosquitoes to certain viruses of public health importance in India,,Culex gelidus,,India,Chikungunya virus,61573,,,,
409,"""Sudeep, AB; Ghodke, YS; George, RP; Ingale, VS; Dhaigude, SD; Gokhale, MD""",Vectorial capacity of Culex gelidus (Theobald) mosquitoes to certain viruses of public health importance in India,,Culex gelidus,,India,Chandipura virus,125672,,,,
410,"""Sudeep, AB; Ghodke, YS; George, RP; Ingale, VS; Dhaigude, SD; Gokhale, MD""",Vectorial capacity of Culex gelidus (Theobald) mosquitoes to certain viruses of public health importance in India,,Culex gelidus,,India,Ingwavuma virus,86627-2,,,,
412,"""Sudeep, AB; Ghodke, YS; George, RP; Ingale, VS; Dhaigude, SD; Gokhale, MD""",Vectorial capacity of Culex gelidus (Theobald) mosquitoes to certain viruses of public health importance in India,,Culex gelidus,,India,Umbre virus,631308,,,,
411,"""Sudeep, AB; Ghodke, YS; George, RP; Ingale, VS; Dhaigude, SD; Gokhale, MD""",Vectorial capacity of Culex gelidus (Theobald) mosquitoes to certain viruses of public health importance in India,,Culex gelidus,,India,Chittoor virus ,804992,,,,
417,"""Sudeep, AB; Ghodke, YS; Gokhale, MD; George, RP; Dhaigude, SD; Bondre, VP""",Replication potential and different modes of transmission of West Nile virus in an Indian strain of Culex gelidus Theobald (Diptera: Culicidae) mosquitoes,,Culex gelidus,,India,West Nile virus,Eg101,,,,
482,"""Sudeep, AB; Bondre, VP; Mavale, MS; Ghodke, YS; George, RP; Aher, RV; Gokhale, MD""","Preliminary findings on Bagaza virus (Flavivirus: Flaviviridae) growth kinetics, transmission potential & transovarial transmission in three species of mosquitoes",,Culex tritaeniorhynchus,,India,Bagaza virus,BAG96363,,,,
483,"""Sudeep, AB; Bondre, VP; Mavale, MS; Ghodke, YS; George, RP; Aher, RV; Gokhale, MD""","Preliminary findings on Bagaza virus (Flavivirus: Flaviviridae) growth kinetics, transmission potential & transovarial transmission in three species of mosquitoes",,Culex quinquefasciatus,,India,Bagaza virus,BAG96363,,,,
484,"""Sudeep, AB; Bondre, VP; Mavale, MS; Ghodke, YS; George, RP; Aher, RV; Gokhale, MD""","Preliminary findings on Bagaza virus (Flavivirus: Flaviviridae) growth kinetics, transmission potential & transovarial transmission in three species of mosquitoes",,Aedes aegypti,,India,Bagaza virus,BAG96363,,,,
493,"""Vega-Rua, A; Zouache, K; Caro, V; Diancourt, L; Delaunay, P; Grandadam, M; Failloux, AB""",High Efficiency of Temperate Aedes albopictus to Transmit Chikungunya and Dengue Viruses in the Southeast of France,10.1371/journal.pone.0059716,Aedes aegypti,,India,Chikungunya virus,2010–1630,,,,
509,"""Vega-Rua, A; Zouache, K; Caro, V; Diancourt, L; Delaunay, P; Grandadam, M; Failloux, AB""",High Efficiency of Temperate Aedes albopictus to Transmit Chikungunya and Dengue Viruses in the Southeast of France,10.1371/journal.pone.0059716,Aedes aegypti,,India,Chikungunya virus,2010–1909,,,,
510,"""Vega-Rua, A; Zouache, K; Caro, V; Diancourt, L; Delaunay, P; Grandadam, M; Failloux, AB""",High Efficiency of Temperate Aedes albopictus to Transmit Chikungunya and Dengue Viruses in the Southeast of France,10.1371/journal.pone.0059716,Aedes aegypti,,India,Dengue virus,DENV-1 (2010–2025),DENV-1,,,
511,"""Vega-Rua, A; Zouache, K; Caro, V; Diancourt, L; Delaunay, P; Grandadam, M; Failloux, AB""",High Efficiency of Temperate Aedes albopictus to Transmit Chikungunya and Dengue Viruses in the Southeast of France,10.1371/journal.pone.0059716,Aedes aegypti,,India,Dengue virus,DENV-1 (2010–1806),DENV-1,,,
512,"""Apte-Deshpande, A; Paingankar, M; Gokhale, MD; Deobagkar, DN""",Serratia odorifera a Midgut Inhabitant of Aedes aegypti Mosquito Enhances Its Susceptibility to Dengue-2 Virus,10.1371/journal.pone.0040401,Aedes aegypti,,India,Dengue virus,DENV-2,DENV-2,,,
312,"""Martini, M; Widjanarko, B; Hestiningsih, R; Purwantisari, S; Yuliawati, S""",Population of Aedes sp in Highland of Wonosobo District and Its Competence as A Dengue Vector,10.1088/1755-1315/55/1/012003,Aedes aegypti,,Indonesia,Dengue virus,DENV-2,DENV-2,,,
311,"""Martini, M; Widjanarko, B; Hestiningsih, R; Purwantisari, S; Yuliawati, S""",Population of Aedes sp in Highland of Wonosobo District and Its Competence as A Dengue Vector,10.1088/1755-1315/55/1/012003,Aedes albopictus,,Indonesia,Dengue virus,DENV-2,DENV-2,,,
313,"""Martini, M; Widjanarko, B; Hestiningsih, R; Purwantisari, S; Yuliawati, S""",Population of Aedes sp in Highland of Wonosobo District and Its Competence as A Dengue Vector,10.1088/1755-1315/55/1/012003,Aedes anandalei,,Indonesia,Dengue virus,DENV-2,DENV-2,,,
97,"""Bakhshi, H; Mousson, L; Vazeille, M; Zakeri, S; Raz, A; de Lamballerie, X; Dinparast-Djadid, N; Failloux, AB""",High Transmission Potential of West Nile Virus Lineage 1 for Cx. pipiens s.l. of Iran,10.3390/v12040397,Culex pipiens,pipiens,Iran,West Nile virus,Lineage 1a,,,,
196,"""Heitmann, A; Jansen, S; Luhken, R; Leggewie, M; Schmidt-Chanasit, J; Tannich, E""",Forced Salivation As a Method to Analyze Vector Competence of Mosquitoes,10.3791/57980,Aedes albopictus,,Italy,Zika virus,,,,,
198,"""Heitmann, A; Jansen, S; Luhken, R; Helms, M; Pluskota, B; Becker, N; Kuhn, C; Schmidt-Chanasit, J; Tannich, E""","Experimental risk assessment for chikungunya virus transmission based on vector competence, distribution and temperature suitability in Europe, 2018",10.2807/1560-7917.ES.2018.23.29.1800033,Aedes albopictus,,Italy,Chikungunya virus,strain CNR_24/2014,,,,
237,"""Severini, F; Boccolini, D; Fortuna, C; Di Luca, M; Toma, L; Amendola, A; Benedetti, E; Minelli, G; Romi, R; Venturi, G; Rezza, G; Remoli, ME""",Vector competence of Italian Aedes albopictus populations for the chikungunya virus (E1-226V),10.1371/journal.pntd.0006435,Aedes albopictus,,Italy,Chikungunya virus,E1-226V,,,,
282,"""Puggioli, A; Bonilauri, P; Calzolari, M; Lelli, D; Carrieri, M; Urbanelli, S; Pudar, D; Bellini, R""",Does Aedes albopictus (Diptera: Culicidae) play any role in Usutu virus transmission in Northern Italy? Experimental oral infection and field evidences,10.1016/j.actatropica.2017.05.006,Aedes albopictus,,Italy,Usutu virus,USUV1 (KF055442),,,,
283,"""Puggioli, A; Bonilauri, P; Calzolari, M; Lelli, D; Carrieri, M; Urbanelli, S; Pudar, D; Bellini, R""",Does Aedes albopictus (Diptera: Culicidae) play any role in Usutu virus transmission in Northern Italy? Experimental oral infection and field evidences,10.1016/j.actatropica.2017.05.006,Aedes albopictus,,Italy,Usutu virus,USUV2 (KF055441),,,,
284,"""Puggioli, A; Bonilauri, P; Calzolari, M; Lelli, D; Carrieri, M; Urbanelli, S; Pudar, D; Bellini, R""",Does Aedes albopictus (Diptera: Culicidae) play any role in Usutu virus transmission in Northern Italy? Experimental oral infection and field evidences,10.1016/j.actatropica.2017.05.006,Aedes albopictus,,Italy,Usutu virus,USUV3 (KF055440),,,,
305,"""Heitmann, A; Jansen, S; Luhken, R; Leggewie, M; Badusche, M; Pluskota, B; Becker, N; Vapalahti, O; Schmidt-Chanasit, J; Tannich, E""",Experimental transmission of Zika virus by mosquitoes from central Europe,10.2807/1560-7917.ES.2017.22.2.30437,Aedes albopictus,,Italy,Zika virus,Asian lineage (ZIKV_FB-GWUH-2016),,,,
352,"""Di Luca, M; Severini, F; Toma, L; Boccolini, D; Romi, R; Remoli, ME; Sabbatucci, M; Rizzo, C; Venturi, G; Rezza, G; Fortuna, C""",Experimental studies of susceptibility of Italian Aedes albopictus to Zika virus,10.2807/1560-7917.ES.2016.21.18.30223,Aedes aegypti,,Italy,Zika virus,Asian lineage,,,,
353,"""Di Luca, M; Severini, F; Toma, L; Boccolini, D; Romi, R; Remoli, ME; Sabbatucci, M; Rizzo, C; Venturi, G; Rezza, G; Fortuna, C""",Experimental studies of susceptibility of Italian Aedes albopictus to Zika virus,10.2807/1560-7917.ES.2016.21.18.30223,Aedes albopictus,,Italy,Zika virus,Asian lineage,,,,
366,"""Fortuna, C; Remoli, ME; Severini, F; Di Luca, M; Toma, L; Fois, F; Bucci, P; Boccolini, D; Romi, R; Ciufolini, MG""",Evaluation of vector competence for West Nile virus in Italian Stegomyia albopicta (=Aedes albopictus) mosquitoes,10.1111/mve.12133,Aedes albopictus,,Italy,West Nile virus,,,,,
367,"""Fortuna, C; Remoli, ME; Severini, F; Di Luca, M; Toma, L; Fois, F; Bucci, P; Boccolini, D; Romi, R; Ciufolini, MG""",Evaluation of vector competence for West Nile virus in Italian Stegomyia albopicta (=Aedes albopictus) mosquitoes,10.1111/mve.12133,Culex pipiens,pipiens,Italy,West Nile virus,,,,,
395,"""Fortuna, C; Remoli, ME; Di Luca, M; Severini, F; Toma, L; Benedetti, E; Bucci, P; Montarsi, F; Minelli, G; Boccolini, D; Romi, R; Ciufolini, MG""",Experimental studies on comparison of the vector competence of four Italian Culex pipiens populations for West Nile virus,10.1186/s13071-015-1067-z,Culex pipiens,,Italy,West Nile virus,Lineage 1 (strain Ma V3),,,,
426,"""Zouache, K; Fontaine, A; Vega-Rua, A; Mousson, L; Thiberge, JM; Lourenco-De-Oliveira, R; Caro, V; Lambrechts, L; Failloux, AB""","Three-way interactions between mosquito population, viral strain and temperature underlying chikungunya virus transmission potential",10.1098/rspb.2014.1078,Aedes albopictus,,Italy,Chikungunya virus,06-021,,,,
432,"""Zouache, K; Fontaine, A; Vega-Rua, A; Mousson, L; Thiberge, JM; Lourenco-De-Oliveira, R; Caro, V; Lambrechts, L; Failloux, AB""","Three-way interactions between mosquito population, viral strain and temperature underlying chikungunya virus transmission potential",10.1098/rspb.2014.1078,Aedes albopictus,,Italy,Chikungunya virus,2010-1909,,,,
595,"""Talbalaghi, A; Moutailler, S; Vazeille, M; Failloux, AB""",Are Aedes albopictus or other mosquito species from northern Italy competent to sustain new arboviral outbreaks?,10.1111/j.1365-2915.2009.00853.x,Aedes albopictus,,Italy,Chikungunya virus,La Réunion 2005,,,,
596,"""Talbalaghi, A; Moutailler, S; Vazeille, M; Failloux, AB""",Are Aedes albopictus or other mosquito species from northern Italy competent to sustain new arboviral outbreaks?,10.1111/j.1365-2915.2009.00853.x,Aedes vexans,,Italy,Chikungunya virus,La Réunion 2005,,,,
597,"""Talbalaghi, A; Moutailler, S; Vazeille, M; Failloux, AB""",Are Aedes albopictus or other mosquito species from northern Italy competent to sustain new arboviral outbreaks?,10.1111/j.1365-2915.2009.00853.x,Anopheles maculipennis,,Italy,Chikungunya virus,La Réunion 2005,,,,
599,"""Talbalaghi, A; Moutailler, S; Vazeille, M; Failloux, AB""",Are Aedes albopictus or other mosquito species from northern Italy competent to sustain new arboviral outbreaks?,10.1111/j.1365-2915.2009.00853.x,Aedes albopictus,,Italy,Dengue virus,DENV-2,DENV-2,,,
598,"""Talbalaghi, A; Moutailler, S; Vazeille, M; Failloux, AB""",Are Aedes albopictus or other mosquito species from northern Italy competent to sustain new arboviral outbreaks?,10.1111/j.1365-2915.2009.00853.x,Culex pipiens,,Italy,Chikungunya virus,La Réunion 2005,,,,
600,"""Talbalaghi, A; Moutailler, S; Vazeille, M; Failloux, AB""",Are Aedes albopictus or other mosquito species from northern Italy competent to sustain new arboviral outbreaks?,10.1111/j.1365-2915.2009.00853.x,Aedes vexans,,Italy,Dengue virus,DENV-2,DENV-2,,,
601,"""Talbalaghi, A; Moutailler, S; Vazeille, M; Failloux, AB""",Are Aedes albopictus or other mosquito species from northern Italy competent to sustain new arboviral outbreaks?,10.1111/j.1365-2915.2009.00853.x,Anopheles maculipennis,,Italy,Dengue virus,DENV-2,DENV-2,,,
602,"""Talbalaghi, A; Moutailler, S; Vazeille, M; Failloux, AB""",Are Aedes albopictus or other mosquito species from northern Italy competent to sustain new arboviral outbreaks?,10.1111/j.1365-2915.2009.00853.x,Culex pipiens,,Italy,Dengue virus,DENV-2,DENV-2,,,
22,"""de Lataillade, LD; Vazeille, M; Obadia, T; Madec, Y; Mousson, L; Kamgang, B; Chen, CH; Failloux, AB; Yen, PS""",Risk of yellow fever virus transmission in the Asia-Pacific region,10.1038/s41467-020-19625-9,Aedes albopictus,,Japan,Yellow fever virus,,,,,
1038,"""TURELL, MJ; BEAMAN, JR; TAMMARIELLO, RF""","SUSCEPTIBILITY OF SELECTED STRAINS OF AEDES-AEGYPTI AND AEDES-ALBOPICTUS (DIPTERA, CULICIDAE) TO CHIKUNGUNYA VIRUS",10.1093/jmedent/29.1.49,Aedes aegypti,,Japan,Chikungunya virus, Strain 15561,,,,
281,"""Agha, SB; Chepkorir, E; Mulwa, F; Tigoi, C; Arum, S; Guarido, MM; Ambala, P; Chelangat, B; Lutomiah, J; Tchouassi, DP; Turell, MJ; Sang, R""",Vector competence of populations of Aedes aegypti from three distinct cities in Kenya for chikungunya virus,10.1371/journal.pntd.0005860,Aedes aegypti,,Kenya,Chikungunya virus,Lamu001 (East/Central/South Africa lineage),,,,
540,"""Lutomiah, JL; Koka, H; Mutisya, J; Yalwala, S; Muthoni, M; Makio, A; Limbaso, S; Musila, L; Clark, JW; Turell, MJ; Kioko, E; Schnabel, D; Sang, RC""",Ability of Selected Kenyan Mosquito (Diptera: Culicidae) Species to Transmit West Nile Virus Under Laboratory Conditions,10.1603/ME11062,Mansonia africana,,Kenya,West Nile virus,Lineage 1 (MMP1047),,,,
541,"""Lutomiah, JL; Koka, H; Mutisya, J; Yalwala, S; Muthoni, M; Makio, A; Limbaso, S; Musila, L; Clark, JW; Turell, MJ; Kioko, E; Schnabel, D; Sang, RC""",Ability of Selected Kenyan Mosquito (Diptera: Culicidae) Species to Transmit West Nile Virus Under Laboratory Conditions,10.1603/ME11062,Mansonia uniformis,,Kenya,West Nile virus,Lineage 1 (MMP1047),,,,
542,"""Lutomiah, JL; Koka, H; Mutisya, J; Yalwala, S; Muthoni, M; Makio, A; Limbaso, S; Musila, L; Clark, JW; Turell, MJ; Kioko, E; Schnabel, D; Sang, RC""",Ability of Selected Kenyan Mosquito (Diptera: Culicidae) Species to Transmit West Nile Virus Under Laboratory Conditions,10.1603/ME11062,Culex quinquefasciatus,,Kenya,West Nile virus,Lineage 1 (MMP1047),,,,
